Orthography	Transcription
GUPTA	g.ʊ.p.t.ʌ
GUPTILL	g.ʌ.p.t.ɪ.l
GUPTON	g.ʌ.p.t.ʌ.n
GURA	g.ʊ.r.ʌ
GURAL	g.j.ʊ.r.ʌ.l
GUREVICH	g.j.u.r.ɪ.v.ɪ.tʃ
GURGANIOUS	g.ɚ.g.ʌ.n.i.ɪ.s
GURGANUS	g.ɚ.g.ʌ.n.ɪ.s
GURGLE	g.ɚ.g.ʌ.l
GURGLING	g.ɚ.g.ʌ.l.ɪ.ŋ
GURGLING(1)	g.ɚ.g.l.ɪ.ŋ
GURIAN	g.j.ʊ.r.i.ʌ.n
GURION	g.j.ʊ.r.i.ʌ.n
GURIT	g.j.ʊ.r.ɪ.t
GURIT(1)	g.ʊ.r.ɪ.t
GURKA	g.ɚ.k.ʌ
GURKIN	g.ɚ.k.ɪ.n
GURLEY	g.ɚ.l.i
GURNARDS	g.ɚ.n.ɚ.d.z
GURNEE	g.ɚ.n.i
GURNEY	g.ɚ.n.i
GURNEY'S	g.ɚ.n.i.z
GURNSEY	g.ɚ.n.s.i
GURR	g.ɚ
GURRIA	g.ɚ.i.ʌ
GURROLA	g.ʊ.r.oʊ.l.ʌ
GURRY	g.ɚ.i
GURSKI	g.ɚ.s.k.i
GURSKY	g.ɚ.s.k.i
GURTLER	g.ɚ.t.ʌ.l.ɚ
GURTLER(1)	g.ɚ.t.l.ɚ
GURTNER	g.ɚ.t.n.ɚ
GURTZ	g.ɚ.t.s
GURU	g.u.r.u
GURU'S	g.u.r.u.z
GURULE	g.ɚ.u.l
GURUS	g.u.r.u.z
GUS	g.ʌ.s
GUSCIORA	g.u.s.i.ɔ.r.ʌ
GUSE	g.j.u.z
GUSELLA	g.j.u.s.ɛ.l.ʌ
GUSEMAN	g.u.s.m.ʌ.n
GUSES	g.j.u.z.ɪ.z
GUSES(1)	g.ʌ.s.ʌ.z
GUSH	g.ʌ.ʃ
GUSHED	g.ʌ.ʃ.t
GUSHER	g.ʌ.ʃ.ɚ
GUSHERS	g.ʌ.ʃ.ɚ.z
GUSHES	g.ʌ.ʃ.ɪ.z
GUSHING	g.ʌ.ʃ.ɪ.ŋ
GUSINSKY	g.ʌ.s.ɪ.n.s.k.i
GUSKY	g.ʌ.s.k.i
GUSLAN	g.u.z.l.ɑ.n
GUSLER	g.ʌ.s.ʌ.l.ɚ
GUSLER(1)	g.ʌ.s.l.ɚ
GUSMAN	g.ʌ.s.m.ʌ.n
GUSS	g.ʌ.s
GUSSIE	g.ʌ.s.i
GUSSIED	g.ʌ.s.i.d
GUSSMAN	g.ʌ.s.m.ʌ.n
GUSSY	g.ʌ.s.i
GUST	g.ʌ.s.t
GUSTAF	g.u.s.t.ɑ.f
GUSTAFSON	g.ʌ.s.t.ʌ.f.s.ʌ.n
GUSTAFSSON	g.u.s.t.ɑ.f.s.ʌ.n
GUSTAV	g.ʊ.s.t.ɑ.f
GUSTAVA	g.u.s.t.ɑ.v.ʌ
GUSTAVE	g.u.s.t.ɑ.v.i
GUSTAVESON	g.u.s.t.ɑ.v.eɪ.s.ʌ.n
GUSTAVO	g.ʌ.s.t.ɑ.v.oʊ
GUSTAVSON	g.ʌ.s.t.ʌ.v.s.ʌ.n
GUSTAVUS	g.ʌ.s.t.ʌ.v.ʌ.s
GUSTE	g.ʌ.s.t
GUSTED	g.ʌ.s.t.ɪ.d
GUSTER	g.ʌ.s.t.ɚ
GUSTIN	g.ʌ.s.t.ɪ.n
GUSTING	g.ʌ.s.t.ɪ.ŋ
GUSTO	g.ʌ.s.t.oʊ
GUSTON	g.ʌ.s.t.ʌ.n
GUSTS	g.ʌ.s.t.s
GUSTUS	g.ʌ.s.t.ʌ.s
GUSTY	g.ʌ.s.t.i
GUT	g.ʌ.t
GUTEKUNST	g.ʌ.t.ɪ.k.ʌ.n.s.t
GUTENBERG	g.u.t.ʌ.n.b.ɚ.g
GUTERMAN	g.j.u.t.ɚ.m.ʌ.n
GUTERMUTH	g.ʌ.t.ɚ.m.u.θ
GUTFELD	g.ʌ.t.f.ɛ.l.d
GUTFREUND	g.ʊ.t.f.r.ɛ.n.d
GUTH	g.u.θ
GUTHERIE	g.ʌ.θ.ɚ.i
GUTHERY	g.ʌ.θ.ɚ.i
GUTHMILLER	g.ʌ.θ.m.ɪ.l.ɚ
GUTHRIDGE	g.ʌ.θ.r.ɪ.dʒ
GUTHRIE	g.ʌ.θ.r.i
GUTHRIE'S	g.ʌ.θ.r.i.z
GUTIEREZ	g.u.t.ɪ.r.ɛ.z
GUTIERRES	g.u.t.j.ɛ.r.ɛ.z
GUTIERREZ	g.u.t.j.ɛ.r.ɛ.z
GUTKNECHT	g.u.t.n.ɛ.k.t
GUTKOWSKI	g.ʌ.t.k.ɔ.f.s.k.i
GUTLESS	g.ʌ.t.l.ɛ.s
GUTMAN	g.ʌ.t.m.ʌ.n
GUTMANN	g.ʌ.t.m.ʌ.n
GUTOWSKI	g.ʌ.t.ɔ.f.s.k.i
GUTRIDGE	g.ʌ.t.r.ɪ.dʒ
GUTS	g.ʌ.t.s
GUTSHALL	g.ʌ.tʃ.ʌ.l
GUTSY	g.ʌ.t.s.i
GUTT	g.ʌ.t
GUTTED	g.ʌ.t.ɪ.d
GUTTENBERG	g.ʌ.t.ʌ.n.b.ɚ.g
GUTTER	g.ʌ.t.ɚ
GUTTERED	g.ʌ.t.ɚ.d
GUTTERING	g.ʌ.t.ɚ.ɪ.ŋ
GUTTERMAN	g.ʌ.t.ɚ.m.ʌ.n
GUTTERS	g.ʌ.t.ɚ.z
GUTTING	g.ʌ.t.ɪ.ŋ
GUTTMACHER	g.ʌ.t.m.ɑ.k.ɚ
GUTTMAN	g.ʌ.t.m.ʌ.n
GUTTMANN	g.ʌ.t.m.ʌ.n
GUTTURAL	g.ʌ.t.ɚ.ʌ.l
GUTWAKS	g.ʌ.t.w.ɑ.k.s
GUTWEIN	g.ʌ.t.w.aɪ.n
GUTZMAN	g.ʌ.t.s.m.ʌ.n
GUTZMER	g.ʌ.t.s.m.ɚ
GUTZWILLER	g.ʌ.t.s.w.ɪ.l.ɚ
GUY	g.aɪ
GUY'S	g.aɪ.z
GUYANA	g.aɪ.ɑ.n.ʌ
GUYER	g.aɪ.ɚ
GUYETT	g.aɪ.ɛ.t
GUYETTE	g.aɪ.ɛ.t
GUYMON	g.aɪ.m.ʌ.n
GUYNES	g.aɪ.n.z
GUYNN	g.aɪ.n
GUYON	g.aɪ.ʌ.n
GUYOT	g.aɪ.ʌ.t
GUYS	g.aɪ.z
GUYS'	g.aɪ.z
GUYTON	g.aɪ.t.ʌ.n
GUZA	g.j.u.z.ʌ
GUZEK	g.u.z.ɛ.k
GUZIK	g.j.u.z.ɪ.k
GUZMAN	g.ʌ.z.m.ʌ.n
GUZMAN(1)	g.u.z.m.ɑ.n
GUZOWSKI	g.ʌ.z.ɔ.f.s.k.i
GUZY	g.j.u.z.i
GUZZARDO	g.u.t.s.ɑ.r.d.oʊ
GUZZETTA	g.u.t.s.ɛ.t.ʌ
GUZZETTI	g.j.u.z.ɛ.t.i
GUZZI	g.u.t.s.i
GUZZLE	g.ʌ.z.ʌ.l
GUZZLER	g.ʌ.z.l.ɚ
GUZZLER'S	g.ʌ.z.ʌ.l.ɚ.z
GUZZLER'S(1)	g.ʌ.z.l.ɚ.z
GUZZLERS	g.ʌ.z.ʌ.l.ɚ.z
GUZZLERS(1)	g.ʌ.z.l.ɚ.z
GUZZLES	g.ʌ.z.ʌ.l.z
GUZZLING	g.ʌ.z.ʌ.l.ɪ.ŋ
GUZZLING(1)	g.ʌ.z.l.ɪ.ŋ
GUZZO	g.u.z.oʊ
GVARYAHU	g.ʌ.v.ɛ.r.j.ɑ.h.u
GWALTNEY	g.w.ɔ.l.t.n.i
GWARTNEY	g.w.ɔ.r.t.n.i
GWAY	g.w.eɪ
GWAY(1)	dʒ.i.w.eɪ
GWEN	g.w.ɛ.n
GWENDA	g.w.ɛ.n.d.ʌ
GWENDOLYN	g.w.ɛ.n.d.ʌ.l.ɪ.n
GWENNIE	g.w.ɛ.n.i
GWENORE	g.w.ɛ.n.ɚ
GWIN	g.w.ɪ.n
GWINN	g.w.ɪ.n
GWINN'S	g.w.ɪ.n.z
GWINNER	g.w.ɪ.n.ɚ
GWINNETT	g.w.ɪ.n.ɛ.t
GWIZDALA	g.w.ɪ.z.d.ɑ.l.ʌ
GWOZDZ	g.w.ɑ.z.d.z
GWYN	g.w.ɪ.n
GWYNETH	g.w.ɪ.n.ʌ.θ
GWYNETH'S	g.w.ɪ.n.ʌ.θ.s
GWYNETHS	g.w.ɪ.n.ʌ.θ.s
GWYNN	g.w.ɪ.n
GWYNNE	g.w.ɪ.n
GYGER	g.aɪ.g.ɚ
GYI	g.i
GYI(1)	dʒ.i.w.aɪ.aɪ
GYLES	dʒ.aɪ.l.z
GYLLENHAMMAR	dʒ.ɪ.l.ɛ.n.h.æ.m.ɚ
GYM	dʒ.ɪ.m
GYM'S	dʒ.ɪ.m.z
GYMBOREE	dʒ.ɪ.m.b.ɔ.r.i
GYMNASIA	dʒ.ɪ.m.n.eɪ.z.i.ʌ
GYMNASIUM	dʒ.ɪ.m.n.eɪ.z.i.ʌ.m
GYMNASIUMS	dʒ.ɪ.m.n.eɪ.z.i.ʌ.m.z
GYMNAST	dʒ.ɪ.m.n.ʌ.s.t
GYMNASTIC	dʒ.ɪ.m.n.æ.s.t.ɪ.k
GYMNASTICS	dʒ.ɪ.m.n.æ.s.t.ɪ.k.s
GYMNASTS	dʒ.ɪ.m.n.æ.s.t.s
GYMS	dʒ.ɪ.m.z
GYN	g.ɪ.n
GYN(1)	g.aɪ.n
GYNECOLOGIC	g.aɪ.n.ʌ.k.ʌ.l.ɑ.dʒ.ɪ.k
GYNECOLOGICAL	g.aɪ.n.ʌ.k.ʌ.l.ɑ.dʒ.ɪ.k.ʌ.l
GYNECOLOGIST	g.aɪ.n.ʌ.k.ɑ.l.ʌ.dʒ.ʌ.s.t
GYNECOLOGISTS	g.aɪ.n.ʌ.k.ɑ.l.ʌ.dʒ.ʌ.s.t.s
GYNECOLOGY	g.aɪ.n.ʌ.k.ɑ.l.ʌ.dʒ.i
GYNEX	dʒ.ɪ.n.ʌ.k.s
GYOHTEN	g.j.oʊ.t.ʌ.n
GYOSAI	g.j.oʊ.s.eɪ
GYP	dʒ.ɪ.p
GYPPED	dʒ.ɪ.p.t
GYPSIES	dʒ.ɪ.p.s.i.z
GYPSUM	dʒ.ɪ.p.s.ʌ.m
GYPSUM'S	dʒ.ɪ.p.s.ʌ.m.z
GYPSY	dʒ.ɪ.p.s.i
GYR	dʒ.aɪ.r
GYRATE	dʒ.aɪ.r.eɪ.t
GYRATED	dʒ.aɪ.r.eɪ.t.ɪ.d
GYRATES	dʒ.aɪ.r.eɪ.t.s
GYRATING	dʒ.aɪ.r.eɪ.t.ɪ.ŋ
GYRATION	dʒ.aɪ.r.eɪ.ʃ.ʌ.n
GYRATIONS	dʒ.aɪ.r.eɪ.ʃ.ʌ.n.z
GYRO	dʒ.aɪ.r.oʊ
GYROCOMPASS	dʒ.aɪ.r.oʊ.k.ʌ.m.p.ʌ.s
GYRODYNE	dʒ.ɪ.r.ʌ.d.aɪ.n
GYRODYNES	dʒ.ɪ.r.ʌ.d.aɪ.n.z
GYROPILOT	dʒ.aɪ.r.oʊ.p.aɪ.l.ʌ.t
GYROS	dʒ.aɪ.r.oʊ.z
GYROSCOPE	dʒ.aɪ.r.ʌ.s.k.oʊ.p
GYROSCOPES	dʒ.aɪ.r.ʌ.s.k.oʊ.p.s
GYROSCOPIC	dʒ.aɪ.r.ʌ.s.k.ɑ.p.ɪ.k
GYTHA	dʒ.aɪ.ð.ʌ
GYUHAMA	g.j.u.h.ɑ.m.ʌ
H	eɪ.tʃ
H'S	eɪ.tʃ.ɪ.z
H.	eɪ.tʃ
H.'S	eɪ.tʃ.ɪ.z
HA	h.ɑ
HA'ARETZ	h.ɑ.r.ɛ.t.s
HA'ARETZ(1)	h.ʌ.ɑ.r.ɛ.t.s
HA'ETZNI	h.ʌ.ɛ.t.s.n.i
HA-HA	h.ɑ.h.ɑ
HA-HA-HA	h.ɑ.h.ɑ.h.ɑ
HAAB	h.ɑ.b
HAACK	h.ɑ.k
HAACKE	h.ɑ.k
HAAF	h.ɑ.f
HAAG	h.ɑ.g
HAAGEN	h.ɑ.g.ʌ.n
HAAGENSON	h.ɑ.g.ɪ.n.s.ʌ.n
HAAK	h.ɑ.k
HAAKE	h.ɑ.k
HAAKENSON	h.ɑ.k.ɪ.n.s.ʌ.n
HAALAND	h.ɑ.l.ʌ.n.d
HAAN	h.ɑ.n
HAAPALA	h.ɑ.p.ɑ.l.ʌ
HAAR	h.ɑ.r
HAAS	h.ɑ.s
HAASE	h.ɑ.s
HAASS	h.ɑ.s
HAAVELMO	h.ɑ.v.ɛ.l.m.oʊ
HABBEN	h.æ.b.ʌ.n
HABEAS	h.æ.b.i.ʌ.s
HABECK	h.ɑ.b.ɛ.k
HABECKER	h.æ.b.ɛ.k.ɚ
HABEEB	h.æ.b.i.b
HABEGGER	h.æ.b.ɪ.g.ɚ
HABEL	h.æ.b.ʌ.l
HABENICHT	h.æ.b.ɪ.n.ɪ.k.t
HABER	h.eɪ.b.ɚ
HABERDASHERY	h.æ.b.ɚ.d.æ.ʃ.ɚ.i
HABERER	h.æ.b.ɚ.ɚ
HABERKORN	h.æ.b.ɚ.k.ɚ.n
HABERL	h.æ.b.ɚ.l
HABERLAND	h.æ.b.ɚ.l.ʌ.n.d
HABERLE	h.æ.b.ɚ.ʌ.l
HABERMAN	h.eɪ.b.ɚ.m.ʌ.n
HABERMANN	h.eɪ.b.ɚ.m.ʌ.n
HABERMEHL	h.æ.b.ɚ.m.ʌ.l
HABERSON	h.eɪ.b.ɚ.s.ɪ.n
HABERSON(1)	h.æ.b.ɚ.s.ɪ.n
HABERSTROH	h.ɑ.b.ɛ.r.s.t.r.oʊ
HABIB	h.ʌ.b.i.b
HABIBI	h.ʌ.b.i.b.i
HABIBIE	h.ʌ.b.i.b.i
HABICH	h.æ.b.ɪ.k
HABICHT	h.æ.b.ɪ.k.t
HABIG	h.æ.b.ɪ.g
HABIGER	h.æ.b.ɪ.g.ɚ
HABIT	h.æ.b.ʌ.t
HABITABLE	h.æ.b.ʌ.t.ʌ.b.ʌ.l
HABITAT	h.æ.b.ʌ.t.æ.t
HABITAT'S	h.æ.b.ʌ.t.æ.t.s
HABITATION	h.æ.b.ʌ.t.eɪ.ʃ.ʌ.n
HABITATS	h.æ.b.ʌ.t.æ.t.s
HABITS	h.æ.b.ʌ.t.s
HABITUAL	h.ʌ.b.ɪ.tʃ.u.ʌ.l
HABITUALLY	h.ʌ.b.ɪ.tʃ.u.ʌ.l.i
HABITUALLY(1)	h.ʌ.b.ɪ.tʃ.u.l.i
HABITUES	h.æ.b.ɪ.tʃ.u.z
HABLE	h.eɪ.b.ʌ.l
HABS	h.æ.b.z
HABSBURG	h.æ.p.s.b.ɚ.g
HABY	h.eɪ.b.i
HABYARIMANA	h.æ.b.j.ɑ.r.i.m.ɑ.n.ɑ
HACH	h.æ.tʃ
HACHETTE	h.ʌ.ʃ.ɛ.t
HACHEY	h.æ.tʃ.i
HACHTEL	h.æ.k.t.ʌ.l
HACIENDA	h.æ.s.i.ɛ.n.d.ʌ
HACK	h.æ.k
HACKATHON	h.æ.k.ʌ.θ.ɔ.n
HACKATHORN	h.æ.k.ʌ.θ.ɚ.n
HACKBART	h.æ.k.b.ɑ.r.t
HACKBARTH	h.æ.k.b.ɑ.r.θ
HACKBERRY	h.æ.k.b.ɛ.r.i
HACKE	h.æ.k
HACKED	h.æ.k.t
HACKEL	h.æ.k.ʌ.l
HACKENBERG	h.æ.k.ʌ.n.b.ɚ.g
HACKENSACK	h.æ.k.ʌ.n.s.æ.k
HACKER	h.æ.k.ɚ
HACKER'S	h.æ.k.ɚ.z
HACKERS	h.æ.k.ɚ.z
HACKERT	h.æ.k.ɚ.t
HACKETT	h.æ.k.ɪ.t
HACKFORD	h.æ.k.f.ɚ.d
HACKING	h.æ.k.ɪ.ŋ
HACKL	h.æ.k.ʌ.l
HACKLE	h.æ.k.ʌ.l
HACKLEMAN	h.æ.k.ʌ.l.m.ʌ.n
HACKLER	h.æ.k.ʌ.l.ɚ
HACKLER(1)	h.æ.k.l.ɚ
HACKLES	h.æ.k.ʌ.l.z
HACKLEY	h.æ.k.l.i
HACKMAN	h.æ.k.m.æ.n
HACKMAN(1)	h.æ.k.m.ʌ.n
HACKMANN	h.æ.k.m.ʌ.n
HACKMATACK	h.æ.k.m.ʌ.t.æ.k
HACKNEY	h.æ.k.n.i
HACKNEYED	h.æ.k.n.i.d
HACKS	h.æ.k.s
HACKSAW	h.æ.k.s.ɔ
HACKSTAFF	h.æ.k.s.t.æ.f
HACKWORTH	h.æ.k.w.ɚ.θ
HAD	h.æ.d
HADA	h.ɑ.d.ʌ
HADAD	h.æ.d.ʌ.d
HADAWAY	h.ɑ.d.ʌ.w.eɪ
HADD	h.æ.d
HADDAD	h.æ.d.ʌ.d
HADDAN	h.æ.d.ʌ.n
HADDAWAY	h.æ.d.ʌ.w.eɪ
HADDEN	h.æ.d.ʌ.n
HADDOCK	h.æ.d.ʌ.k
HADDON	h.æ.d.ʌ.n
HADDONFIELD	h.æ.d.ʌ.n.f.i.l.d
HADDOW	h.æ.d.oʊ
HADE	h.eɪ.d
HADEN	h.eɪ.d.ʌ.n
HADER	h.eɪ.d.ɚ
HADES	h.eɪ.d.i.z
HADFIELD	h.æ.d.f.i.l.d
HADID	h.ɑ.d.i.d
HADLEIGH	h.æ.d.l.ʌ
HADLER	h.eɪ.d.ʌ.l.ɚ
HADLER(1)	h.eɪ.d.l.ɚ
HADLEY	h.æ.d.l.i
HADLINE	h.æ.d.l.aɪ.n
HADLOCK	h.æ.d.l.ʌ.k
HADN'T	h.æ.d.ʌ.n.t
HADN'T(1)	h.æ.d.ʌ.n
HADNOT	h.æ.d.n.ʌ.t
HADOYA	h.ʌ.d.ɔɪ.ʌ
HADRIA	h.æ.d.r.i.ʌ
HADRIAN	h.æ.d.r.i.ʌ.n
HADRIAN(1)	h.eɪ.d.r.i.ʌ.n
HADRIAN'S	h.eɪ.d.r.i.ʌ.n.z
HADRON	h.æ.d.r.ɔ.n
HADSALL	h.æ.d.s.ʌ.l
HADSELL	h.æ.d.s.ʌ.l
HADSON	h.æ.d.s.ʌ.n
HADWIN	h.æ.d.w.ɪ.n
HAEBERLE	h.ɛ.b.ɚ.ʌ.l
HAECKER	h.ɛ.k.ɚ
HAEFELE	h.ɛ.f.ʌ.l
HAEFFNER	h.ɛ.f.n.ɚ
HAEFNER	h.ɛ.f.n.ɚ
HAEGELE	h.ɛ.g.ʌ.l
HAEGER	h.ɛ.g.ɚ
HAEN	h.i.n
HAENEL	h.ɛ.n.ʌ.l
HAERING	h.ɑ.ɚ.ɪ.ŋ
HAERTEL	h.ɛ.r.t.ʌ.l
HAESE	h.i.s
HAESSLY	h.æ.s.l.i
HAEUSSLER	h.aʊ.s.l.ɚ
HAFELE	h.æ.f.ʌ.l
HAFEMAN	h.eɪ.f.m.ʌ.n
HAFEN	h.æ.f.ʌ.n
HAFER	h.eɪ.f.ɚ
HAFEY	h.eɪ.f.i
HAFEZ	h.ɑ.f.ɛ.z
HAFF	h.æ.f
HAFFEY	h.æ.f.i
HAFFEZ	h.ɑ.f.ɛ.z
HAFFNER	h.æ.f.n.ɚ
HAFFORD	h.æ.f.ɚ.d
HAFIF	h.ɑ.f.i.f
HAFIF'S	h.ɑ.f.i.f.s
HAFLEY	h.æ.f.l.i
HAFNER	h.æ.f.n.ɚ
HAFNIA	h.æ.f.n.i.ʌ
HAFNIUM	h.æ.f.n.i.ʌ.m
HAFT	h.æ.f.t
HAFT'S	h.æ.f.t.s
HAFT'S(1)	h.æ.f.s
HAFTA	h.æ.f.t.ʌ
HAFTS	h.æ.f.t.s
HAFTS(1)	h.æ.f.s
HAFTS'	h.æ.f.t.s
HAFTS'(1)	h.æ.f.s
HAG	h.æ.g
HAGA	h.ɑ.g.ʌ
HAGADORN	h.æ.g.ʌ.d.ɔ.r.n
HAGAMAN	h.æ.g.ʌ.m.ʌ.n
HAGAN	h.eɪ.g.ʌ.n
HAGANS	h.eɪ.g.ʌ.n.z
HAGAR	h.eɪ.g.ɑ.r
HAGAR(1)	h.eɪ.g.ɚ
HAGARTY	h.æ.g.ɑ.r.t.i
HAGBERG	h.æ.g.b.ɚ.g
HAGE	h.eɪ.dʒ
HAGEDORN	h.æ.g.ɪ.d.ɚ.n
HAGEE	h.æ.dʒ.i
HAGEL	h.æ.g.ʌ.l
HAGELIN	h.æ.g.ɪ.l.ɪ.n
HAGEMAN	h.eɪ.dʒ.m.ʌ.n
HAGEMANN	h.eɪ.dʒ.m.ʌ.n
HAGEMEIER	h.æ.g.ɪ.m.aɪ.ɚ
HAGEMEISTER	h.æ.g.ɪ.m.aɪ.s.t.ɚ
HAGEMEYER	h.æ.g.ɪ.m.aɪ.ɚ
HAGEN	h.eɪ.g.ʌ.n
HAGENBUCH	h.æ.g.ɪ.n.b.ʌ.k
HAGENLOCKER	h.eɪ.g.ʌ.n.l.ɑ.k.ɚ
HAGENOW	h.æ.dʒ.ɪ.n.oʊ
HAGENS	h.eɪ.g.ʌ.n.z
HAGER	h.eɪ.g.ɚ
HAGERMAN	h.eɪ.g.ɚ.m.ʌ.n
HAGERSTOWN	h.eɪ.g.ɚ.z.t.aʊ.n
HAGERTY	h.æ.dʒ.ɚ.t.i
HAGEWOOD	h.eɪ.dʒ.w.ʊ.d
HAGEY	h.æ.dʒ.i
HAGFISH	h.æ.g.f.ɪ.ʃ
HAGG	h.æ.g
HAGGADAH	h.ʌ.g.ʌ.d.ʌ
HAGGAN	h.æ.g.ʌ.n
HAGGAR	h.æ.g.ɚ
HAGGARD	h.æ.g.ɚ.d
HAGGART	h.æ.g.ɚ.t
HAGGARTY	h.æ.g.ɑ.r.t.i
HAGGE	h.æ.g
HAGGERTY	h.æ.g.ɚ.t.i
HAGGETT	h.æ.g.ɪ.t
HAGGINS	h.æ.g.ɪ.n.z
HAGGLE	h.æ.g.ʌ.l
HAGGLED	h.æ.g.ʌ.l.d
HAGGLING	h.æ.g.ʌ.l.ɪ.ŋ
HAGGLING(1)	h.æ.g.l.ɪ.ŋ
HAGGLUND	h.æ.g.l.ʌ.n.d
HAGGSTROM	h.æ.g.s.t.r.ʌ.m
HAGIN	h.æ.dʒ.ɪ.n
HAGIN(1)	h.æ.g.ɪ.n
HAGINS	h.æ.g.ɪ.n.z
HAGINS(1)	h.æ.dʒ.ɪ.n.z
HAGIOGRAPHY	h.æ.g.i.ɑ.g.r.ʌ.f.i
HAGIWARA	h.ɑ.g.ɪ.w.ɑ.r.ʌ
HAGLE	h.eɪ.g.ʌ.l
HAGLER	h.æ.g.l.ɚ
HAGLEY	h.æ.g.l.i
HAGLUND	h.æ.g.l.ʌ.n.d
HAGMAN	h.æ.g.m.ʌ.n
HAGMANN	h.æ.g.m.ʌ.n
HAGNER	h.æ.g.n.ɚ
HAGOOD	h.æ.g.ʊ.d
HAGOPIAN	h.ʌ.g.oʊ.p.i.ʌ.n
HAGSTROM	h.æ.g.s.t.r.ʌ.m
HAGUE	h.eɪ.g
HAGWOOD	h.æ.g.w.ʊ.d
HAGY	h.eɪ.g.i
HAH	h.ɑ
HAHL	h.ɑ.l
HAHM	h.æ.m
HAHN	h.ɑ.n
HAHNE	h.eɪ.n
HAHNER	h.ɑ.n.ɚ
HAHS	h.ɑ.s
HAID	h.eɪ.d
HAIDA	h.aɪ.d.ʌ
HAIDEE	h.eɪ.d.i
HAIDER	h.eɪ.d.ɚ
HAIDET	h.eɪ.d.ɪ.t
HAIFA	h.aɪ.f.ʌ
HAIFONG	h.aɪ.f.ɔ.ŋ
HAIG	h.eɪ.g
HAIG'S	h.eɪ.g.z
HAIGH	h.eɪ
HAIGHT	h.eɪ.t
HAIGLER	h.eɪ.g.l.ɚ
HAIK	h.eɪ.k
HAIKU	h.aɪ.k.u
HAIKUS	h.aɪ.k.u.z
HAIL	h.eɪ.l
HAILAND	h.eɪ.l.ʌ.n.d
HAILE	h.eɪ.l
HAILE(1)	h.aɪ.l.i
HAILED	h.eɪ.l.d
HAILES	h.eɪ.l.z
HAILES(1)	h.aɪ.l.i.z
HAILEY	h.eɪ.l.i
HAILING	h.eɪ.l.ɪ.ŋ
HAILS	h.eɪ.l.z
HAILSTONE	h.eɪ.l.s.t.oʊ.n
HAILSTONES	h.eɪ.l.s.t.oʊ.n.z
HAILSTORM	h.eɪ.l.s.t.ɔ.r.m
HAIM	h.aɪ.m
HAIM(1)	h.eɪ.m
HAIMES	h.eɪ.m.z
HAIMOVITCH	h.eɪ.m.ʌ.v.ɪ.tʃ
HAIMOVITZ	h.eɪ.m.ʌ.v.ɪ.t.s
HAIMOWITZ	h.aɪ.m.ʌ.w.ɪ.t.s
HAIN	h.eɪ.n
HAINAN	h.eɪ.n.ʌ.n
HAINER	h.eɪ.n.ɚ
HAINES	h.eɪ.n.z
HAINEY	h.eɪ.n.i
HAINLEY	h.eɪ.n.l.i
HAINLINE	h.eɪ.n.l.aɪ.n
HAINS	h.eɪ.n.z
HAINSWORTH	h.eɪ.n.s.w.ɚ.θ
HAIR	h.ɛ.r
HAIR'S	h.ɛ.r.z
HAIRCUT	h.ɛ.r.k.ʌ.t
HAIRCUTS	h.ɛ.r.k.ʌ.t.s
HAIRDO	h.ɛ.r.d.u
HAIRDOS	h.ɛ.r.d.u.z
HAIRDRESSER	h.ɛ.r.d.r.ɛ.s.ɚ
HAIRDRESSERS	h.ɛ.r.d.r.ɛ.s.ɚ.z
HAIRDRESSING	h.ɛ.r.d.r.ɛ.s.ɪ.ŋ
HAIRE	h.ɛ.r
HAIRED	h.ɛ.r.d
HAIRFIELD	h.ɛ.r.f.i.l.d
HAIRGROVE	h.aɪ.r.g.r.ʌ.v
HAIRINESS	h.ɛ.r.i.n.ʌ.s
HAIRLESS	h.ɛ.r.l.ʌ.s
HAIRLINE	h.ɛ.r.l.aɪ.n
HAIRR	h.ɛ.r
HAIRS	h.ɛ.r.z
HAIRSPRAY	h.ɛ.r.s.p.r.eɪ
HAIRSTON	h.aɪ.r.s.t.ʌ.n
HAIRSTYLE	h.ɛ.r.s.t.aɪ.l
HAIRY	h.ɛ.r.i
HAISLEY	h.eɪ.z.l.i
HAISLIP	h.aɪ.s.l.ɪ.p
HAIST	h.ɑ.ɪ.s.t
HAIT	h.eɪ.t
HAITH	h.eɪ.θ
HAITHCOCK	h.eɪ.θ.k.ɑ.k
HAITI	h.eɪ.t.i
HAITI'S	h.eɪ.t.i.z
HAITIAN	h.eɪ.ʃ.ʌ.n
HAITIANS	h.eɪ.ʃ.ʌ.n.z
HAITIEN	h.eɪ.ʃ.ʌ.n
HAITIENS	h.eɪ.ʃ.ʌ.n.z
HAITIS	h.eɪ.t.i.z
HAIZLIP	h.eɪ.z.l.ɪ.p
HAJDU	h.ɑ.j.d.u
HAJDUK	h.aɪ.d.ʌ.k
HAJEK	h.aɪ.ɛ.k
HAJIME	h.ɑ.dʒ.i.m.i
HAJJ	h.æ.dʒ
HAJJAR	h.ɑ.j.ɑ.r
HAKALA	h.ʌ.k.ɑ.l.ʌ
HAKAN	h.eɪ.k.ʌ.n
HAKAN(1)	h.ɑ.k.ʌ.n
HAKANSON	h.æ.k.ʌ.n.s.ʌ.n
HAKE	h.eɪ.k
HAKEEM	h.ɑ.k.i.m
HAKEEM'S	h.ɑ.k.i.m.z
HAKES	h.eɪ.k.s
HAKIM	h.ɑ.k.i.m
