Orthography	Transcription
NIGHTTIMES	n.aɪ1.t.t.aɪ2.m.z
NIGRELLI	n.i0.g.ɹ.ɛ1.l.i0
NIGRIS	n.ɪ1.g.ɹ.ɪ0.s
NIGRO	n.ɪ1.g.ɹ.oʊ0
NIGUEL	n.ɪ0.g.ɛ1.l
NIHART	n.ɪ1.h.ɑ0.ɹ.t
NIHAY	n.aɪ1.h.eɪ0
NIHAY(1)	n.i1.h.eɪ0
NIHEI	n.ɪ0.h.eɪ1
NIHILISM	n.aɪ1.ʌ0.l.ɪ2.z.ʌ0.m
NIHILISTS	n.aɪ1.ʌ0.l.ʌ0.s.t.s
NIHISER	n.ɪ1.h.aɪ0.z.ɚ0
NIHON	n.ɪ1.h.ɑ0.n
NIIHAU	n.i1.h.aʊ0
NIK	n.ɪ1.k
NIKE	n.aɪ1.k.i0
NIKE'S	n.aɪ1.k.i0.z
NIKES	n.aɪ1.k.s
NIKES(1)	n.aɪ1.k.i0.z
NIKI	n.ɪ1.k.i0
NIKITA	n.ɪ2.k.i1.t.ʌ0
NIKITA(1)	n.ʌ0.k.i1.t.ʌ0
NIKK'S	n.ɪ1.k.s
NIKKEI	n.ɪ0.k.eɪ1
NIKKEI(1)	n.i1.k.eɪ2
NIKKEI(2)	n.aɪ1.k.i2
NIKKEI'S	n.i1.k.eɪ2.z
NIKKEL	n.ɪ1.k.ʌ0.l
NIKKHAH	n.ɪ1.k.h.ɑ0
NIKKI	n.ɪ1.k.i0
NIKKO	n.i1.k.oʊ0
NIKKO'S	n.i1.k.oʊ0.z
NIKO	n.i1.k.oʊ0
NIKO'S	n.i1.k.oʊ0.z
NIKOLA	n.ɪ0.k.oʊ1.l.ʌ0
NIKOLAI	n.ɪ1.k.oʊ0.l.aɪ2
NIKOLAIVICH	n.ɪ0.k.oʊ0.l.aɪ1.v.ɪ0.tʃ
NIKOLAUS	n.ɪ1.k.ʌ0.l.aʊ0.z
NIKOLIC	n.ɪ0.k.ɑ1.l.ɪ0.k
NIKOLICH	n.ɪ0.k.ɑ1.l.ɪ0.h
NIKON	n.aɪ1.k.ɑ2.n
NIKOU	n.i1.k.u0
NIKOVSKI	n.ɪ0.k.ɑ1.f.s.k.i0
NIL	n.ɪ1.l
NILA	n.i1.l.ʌ0
NILAN	n.i0.l.ɑ1.n
NILAND	n.aɪ1.l.ʌ0.n.d
NILE	n.aɪ1.l
NILES	n.aɪ1.l.z
NILGES	n.ɪ1.l.dʒ.ɪ0.z
NILL	n.ɪ1.l
NILLES	n.aɪ1.l.z
NILLY	n.ɪ1.l.i0
NILS	n.ɪ1.l.z
NILSEN	n.ɪ1.l.s.ʌ0.n
NILSON	n.ɪ1.l.s.ʌ0.n
NILSSON	n.ɪ1.l.s.ʌ0.n
NIMBLE	n.ɪ1.m.b.ʌ0.l
NIMBLY	n.ɪ1.m.b.l.i0
NIMBUS	n.ɪ1.m.b.ʌ0.s
NIMBY	n.ɪ1.m.b.i0
NIMITZ	n.ɪ1.m.ɪ0.t.s
NIMMER	n.ɪ1.m.ɚ0
NIMMO	n.ɪ1.m.oʊ0
NIMMONS	n.ɪ1.m.ʌ0.n.z
NIMOY	n.i1.m.ɔɪ2
NIMROD	n.ɪ1.m.ɹ.ɑ0.d
NIMRODI	n.ɪ0.m.ɹ.oʊ1.d.i0
NIMS	n.ɪ1.m.z
NIMTZ	n.ɪ1.m.t.s
NINA	n.i1.n.ʌ0
NINAD	n.aɪ1.n.ʌ0.d
NINAGAWA	n.i2.n.ɑ0.g.ɑ1.w.ʌ0
NINCOMPOOP	n.ɪ1.ŋ.k.ʌ0.m.p.u2.p
NINCOMPOOPS	n.ɪ1.ŋ.k.ʌ0.m.p.u2.p.s
NINE	n.aɪ1.n
NINE'S	n.aɪ1.n.z
NINEFOLD	n.ɪ1.n.f.oʊ2.l.d
NINER	n.aɪ1.n.ɚ0
NINERS	n.aɪ1.n.ɚ0.z
NINERS'	n.aɪ1.n.ɚ0.z
NINES	n.aɪ1.n.z
NINETEEN	n.aɪ1.n.t.i1.n
NINETEENTH	n.aɪ1.n.t.i1.n.θ
NINETIES	n.aɪ1.n.t.i0.z
NINETIES'	n.aɪ1.n.t.i0.z
NINETIETH	n.aɪ1.n.t.i0.ɪ0.θ
NINETTE	n.ɪ0.n.ɛ1.t
NINETY	n.aɪ1.n.t.i0
NINETY'S	n.aɪ1.n.t.i0.z
NINEVEH	n.ɪ1.n.ʌ0.v.ʌ0
NING	n.ɪ1.ŋ
NINJA	n.ɪ1.n.dʒ.ʌ0
NINJAS	n.ɪ1.n.dʒ.ʌ0.z
NINNEMAN	n.ɪ1.n.m.ʌ0.n
NINNY	n.ɪ1.n.i0
NINO	n.i1.n.oʊ0
NINO(1)	n.i1.n.j.oʊ0
NINON	n.ɪ1.n.ʌ0.n
NINOS	n.i1.n.oʊ0.z
NINOS(1)	n.i1.n.j.oʊ0.z
NINSU	n.ɪ1.n.s.u0
NINTENDO	n.ɪ0.n.t.ɛ1.n.d.oʊ0
NINTENDO'S	n.ɪ0.n.t.ɛ1.n.d.oʊ0.z
NINTH	n.aɪ1.n.θ
NINTHS	n.aɪ1.n.θ.s
NIOBITE	n.aɪ1.oʊ0.b.aɪ2.t
NIOBIUM	n.aɪ2.oʊ1.b.i0.ʌ0.m
NIP	n.ɪ1.p
NIPON	n.ɪ1.p.ɑ2.n
NIPP	n.ɪ1.p
NIPPED	n.ɪ1.p.t
NIPPER	n.ɪ1.p.ɚ0
NIPPERT	n.ɪ1.p.ɚ0.t
NIPPING	n.ɪ1.p.ɪ0.ŋ
NIPPLE	n.ɪ1.p.ʌ0.l
NIPPLES	n.ɪ1.p.ʌ0.l.z
NIPPON	n.ɪ2.p.ɑ1.n
NIPPONDENSO	n.ɪ2.p.ɑ2.n.d.ɛ1.n.s.oʊ0
NIPPY	n.ɪ1.p.i0
NIPS	n.ɪ1.p.s
NIPSCO	n.ɪ1.p.s.k.oʊ0
NIQUETTE	n.ɪ0.k.ɛ1.t
NIR	n.ɪ1.ɹ
NIRENBERG	n.aɪ1.ɹ.ʌ0.n.b.ɚ0.g
NIRIKO	n.ɪ1.ɹ.ɪ0.k.oʊ0
NIRO	n.ɪ1.ɹ.oʊ0
NIRVANA	n.ɪ0.ɹ.v.ɑ1.n.ʌ0
NIRVANA(1)	n.ɚ0.v.ɑ1.n.ʌ0
NIRVANA'S	n.ɪ0.ɹ.v.ɑ1.n.ʌ0.z
NIRVANA'S(1)	n.ɚ0.v.ɑ1.n.ʌ0.z
NIRVANAS	n.ɪ0.ɹ.v.ɑ1.n.ʌ0.z
NIRVANAS(1)	n.ɚ0.v.ɑ1.n.ʌ0.z
NISBET	n.ɪ1.z.b.ʌ0.t
NISBETT	n.ɪ1.s.b.ɪ0.t
NISEI	n.ɪ0.s.eɪ1
NISHI	n.i1.ʃ.i0
NISHIDA	n.i0.ʃ.i1.d.ʌ0
NISHIKAWA	n.i0.ʃ.i0.k.ɑ1.w.ʌ0
NISHIMO	n.ɪ0.ʃ.i1.m.oʊ0
NISHIMOTO	n.i0.ʃ.i0.m.oʊ1.t.oʊ0
NISHIMURA	n.i0.ʃ.i0.m.ʊ1.ɹ.ʌ0
NISHIOKA	n.i2.ʃ.i0.oʊ1.k.ʌ0
NISHIYAMA	n.i0.ʃ.i0.j.ɑ1.m.ʌ0
NISHIZAWA	n.i2.ʃ.ɪ0.z.ɑ1.w.ʌ0
NISKANEN	n.ɪ1.s.k.ʌ0.n.ʌ0.n
NISLEY	n.ɪ1.z.l.i0
NISSA	n.ɪ1.s.ʌ0
NISSAN	n.i1.s.ɑ0.n
NISSAN'S	n.i1.s.ɑ0.n.z
NISSANS	n.i1.s.ɑ0.n.z
NISSEI	n.ɪ0.s.eɪ1
NISSEN	n.ɪ1.s.ʌ0.n
NISSENBAUM	n.ɪ1.s.ʌ0.n.b.aʊ2.m
NISSHIN	n.ɪ1.ʃ.ɪ0.n
NISSHO	n.ɪ1.ʃ.oʊ0
NISSIM	n.ɪ1.s.ɪ0.m
NISSIN	n.ɪ1.s.ɪ0.n
NISSLEY	n.ɪ1.s.l.i0
NIST	n.ɪ1.s.t
NISTLER	n.ɪ1.s.t.l.ɚ0
NISWANDER	n.ɪ1.s.w.ɔ0.n.d.ɚ0
NISWONGER	n.ɪ1.s.w.ɔ0.ŋ.ɚ0
NIT	n.ɪ1.t
NITA	n.i1.t.ʌ0
NITE	n.aɪ1.t
NITHUEKAN	n.ɪ2.θ.w.ʌ0.k.ɑ1.n
NITHUEKAN'S	n.ɪ2.θ.w.ʌ0.k.ɑ1.n.z
NITKA	n.ɪ1.t.k.ʌ0
NITO	n.i1.t.oʊ0
NITPICK	n.ɪ1.t.p.ɪ0.k
NITPICKING	n.ɪ1.t.p.ɪ2.k.ɪ0.ŋ
NITPICKY	n.ɪ1.t.p.ɪ2.k.i0
NITRATE	n.aɪ1.t.ɹ.eɪ2.t
NITRATES	n.aɪ1.t.ɹ.eɪ2.t.s
NITRATING	n.aɪ1.t.ɹ.eɪ2.t.ɪ0.ŋ
NITRATION	n.aɪ0.t.ɹ.eɪ1.ʃ.ʌ0.n
NITRIC	n.aɪ1.t.ɹ.ɪ0.k
NITRIDE	n.aɪ1.t.ɹ.aɪ0.d
NITRILES	n.aɪ1.t.ɹ.ʌ0.l.z
NITRO	n.ɪ1.t.ɹ.oʊ0
NITROCELLULOSE	n.aɪ2.t.ɹ.oʊ0.s.ɛ1.l.j.ʌ0.l.oʊ2.s
NITROGEN	n.aɪ1.t.ɹ.ʌ0.dʒ.ʌ0.n
NITROGENOUS	n.aɪ0.t.ɹ.ɑ1.dʒ.ʌ0.n.ʌ0.s
NITROGLYCERIN	n.aɪ2.t.ɹ.oʊ0.g.l.ɪ1.s.ɚ0.ʌ0.n
NITROGLYCERIN(1)	n.aɪ2.t.ɹ.ʌ0.g.l.ɪ1.s.ɚ0.ʌ0.n
NITROGLYCERIN(2)	n.aɪ2.tʃ.ɹ.ʌ0.g.l.ɪ1.s.ɚ0.ʌ0.n
NITROGLYCERINE	n.aɪ2.t.ɹ.oʊ0.g.l.ɪ1.s.ɚ0.ʌ0.n
NITROGLYCERINE(1)	n.aɪ2.t.ɹ.ʌ0.g.l.ɪ1.s.ɚ0.ʌ0.n
NITROGLYCERINE(2)	n.aɪ2.tʃ.ɹ.ʌ0.g.l.ɪ1.s.ɚ0.ʌ0.n
NITROSAMINES	n.ɪ0.t.ɹ.ɑ2.s.ʌ0.m.i1.n.z
NITROSOMINE	n.ɪ0.t.ɹ.ɑ2.s.ʌ0.m.i1.n
NITROSOMINES	n.ɪ0.t.ɹ.ɑ2.s.ʌ0.m.i1.n.z
NITROUS	n.ɪ1.t.ɹ.ʌ0.s
NITSA	n.ɪ1.t.s.ʌ0
NITSCH	n.ɪ1.tʃ
NITSCHE	n.ɪ1.tʃ
NITSCHKE	n.ɪ1.tʃ.k
NITTA	n.ɪ1.t.ʌ0
NITTA(1)	n.i1.t.ʌ0
NITTO	n.ɪ1.t.oʊ0
NITTY	n.ɪ1.t.i0
NITZ	n.ɪ1.t.s
NITZA	n.ɪ1.t.z.ʌ0
NITZA'S	n.ɪ1.t.z.ʌ0.z
NITZBERG	n.ɪ1.t.s.b.ɚ0.g
NITZE	n.ɪ1.t.s.i0
NITZEL	n.ɪ1.t.z.ʌ0.l
NITZSCHE	n.ɪ1.t.z.ʃ
NITZSCHE(1)	n.ɪ1.t.ʃ
NIVEN	n.aɪ1.v.ʌ0.n
NIVENS	n.aɪ1.v.ʌ0.n.z
NIVER	n.aɪ1.v.ɚ0
NIVISON	n.ɪ1.v.ɪ0.s.ʌ0.n
NIX	n.ɪ1.k.s
NIXDORF	n.ɪ1.k.s.d.ɔ2.ɹ.f
NIXDORF'S	n.ɪ1.k.s.d.ɔ2.ɹ.f.s
NIXED	n.ɪ1.k.s.t
NIXES	n.ɪ1.k.s.ɪ0.z
NIXIE	n.ɪ1.k.s.i0
NIXON	n.ɪ1.k.s.ʌ0.n
NIXON'S	n.ɪ1.k.s.ʌ0.n.z
NIXONS	n.ɪ1.k.s.ʌ0.n.z
NIZAR	n.aɪ1.z.ɑ0.ɹ
NIZHNY	n.ɪ1.ʒ.n.i0
NIZIOLEK	n.ɪ0.z.i0.oʊ1.l.ɛ0.k
NIZNIK	n.ɪ1.z.n.ɪ0.k
NKOHSE	ɛ0.ŋ.k.oʊ1.s.i0
NO	n.oʊ1
NO'S	n.oʊ1.z
NO-BRAINER	n.oʊ2.b.ɹ.eɪ1.n.ɚ0
NO-GO	n.oʊ1.g.oʊ2
NO-GOOD	n.oʊ1.g.ʊ2.d
NO-ONE	n.oʊ1.w.ʌ0.n
NO-ONE'S	n.oʊ1.w.ʌ0.n.z
NO-SHOW	n.oʊ1.ʃ.oʊ2
NOA	n.oʊ1.ʌ0
NOAA	n.oʊ1.ʌ0
NOAA(1)	ɛ1.n.oʊ1.eɪ1.eɪ1
NOACK	n.oʊ1.k
NOAH	n.oʊ1.ʌ0
NOAH'S	n.oʊ1.ʌ0.z
NOAKES	n.oʊ1.k.s
NOAM	n.oʊ1.m
NOAMI	n.oʊ1.m.i0
NOBATOSHI	n.oʊ2.b.ʌ0.t.oʊ1.ʃ.i0
NOBBE	n.ɑ1.b
NOBEC	n.oʊ0.b.ɛ1.k
NOBEC'S	n.oʊ0.b.ɛ1.k.s
NOBEL	n.oʊ0.b.ɛ1.l
NOBELIUM	n.oʊ0.b.ɛ1.l.i0.ʌ0.m
NOBILE	n.ɑ1.b.ʌ0.l
NOBILITY	n.oʊ0.b.ɪ1.l.ʌ0.t.i0
NOBIS	n.oʊ1.b.ɪ0.s
NOBLE	n.oʊ1.b.ʌ0.l
NOBLE'S	n.oʊ1.b.ʌ0.l.z
NOBLEMAN	n.oʊ1.b.ʌ0.l.m.ʌ0.n
NOBLEMAN'S	n.oʊ1.b.ʌ0.l.m.ʌ0.n.z
NOBLER	n.oʊ1.b.l.ɚ0
NOBLES	n.oʊ1.b.ʌ0.l.z
NOBLESSE	n.oʊ0.b.l.ɛ1.s
NOBLEST	n.oʊ1.b.l.ɪ0.s.t
NOBLET	n.ɑ1.b.l.ʌ0.t
NOBLETT	n.ɑ1.b.l.ɪ0.t
NOBLEWOMAN	n.oʊ1.b.ʌ0.l.w.ʊ2.m.ʌ0.n
NOBLIN	n.ɑ1.b.l.ɪ0.n
NOBLITT	n.ɑ1.b.l.ɪ0.t
NOBLY	n.ɑ1.b.l.i0
NOBODIES	n.oʊ1.b.ɑ2.d.i2.z
NOBODIES(1)	n.oʊ1.b.ʌ0.d.i0.z
NOBODY	n.oʊ1.b.ɑ2.d.i2
NOBODY(1)	n.oʊ1.b.ʌ0.d.i0
NOBODY'D	n.oʊ1.b.ɑ2.d.i2.d
NOBODY'D(1)	n.oʊ1.b.ʌ0.d.i0.d
NOBODY'S	n.oʊ1.b.ɑ2.d.i2.z
NOBODY'S(1)	n.oʊ1.b.ʌ0.d.i0.z
NOBORU	n.oʊ0.b.ɔ1.ɹ.u0
NOBREGA	n.ɑ1.b.ɹ.ɪ0.g.ʌ0
NOBRIGA	n.ɑ1.b.ɹ.ɪ0.g.ʌ0
NOBUAKI	n.oʊ2.b.u0.ɑ1.k.i0
NOBUO	n.oʊ0.b.u1.oʊ0
NOBUTO	n.oʊ0.b.u1.t.oʊ0
NOBUYUKI	n.oʊ2.b.u0.j.u1.k.i0
NOCE	n.oʊ1.s
NOCELLA	n.oʊ0.tʃ.ɛ1.l.ʌ0
NOCERA	n.oʊ0.tʃ.ɛ1.ɹ.ʌ0
NOCK	n.ɑ1.k
NOCKARD	n.ɑ1.k.ɚ0.d
NOCTURNAL	n.ɑ0.k.t.ɚ1.n.ʌ0.l
NOD	n.ɑ1.d
NODA	n.oʊ1.d.ʌ0
NODDED	n.ɑ1.d.ʌ0.d
NODDED(1)	n.ɑ1.d.ɪ0.d
NODDING	n.ɑ1.d.ɪ0.ŋ
NODE	n.oʊ1.d
NODES	n.oʊ1.d.z
NODINE	n.oʊ0.d.i1.n.i0
NODS	n.ɑ1.d.z
NODULAR	n.ɑ1.dʒ.ʌ0.l.ɚ0
NODULE	n.ɑ1.dʒ.u0.l
NODULES	n.ɑ1.dʒ.u0.l.z
NOE	n.oʊ1
NOECKER	n.oʊ1.k.ɚ0
NOEL	n.oʊ0.ɛ1.l
NOEL'S	n.oʊ0.ɛ1.l.z
NOELL	n.oʊ1.l
NOELLE	n.oʊ0.ɛ1.l
NOES	n.oʊ1.z
NOETH	n.oʊ1.θ
NOFFKE	n.ɑ1.f.k
NOFFSINGER	n.ɑ1.f.s.ɪ0.n.dʒ.ɚ0
NOFSINGER	n.ɑ1.f.s.ɪ0.n.dʒ.ɚ0
NOFTSKER	n.ɔ1.f.t.s.k.ɚ0
NOFZIGER	n.ɔ1.f.z.ɪ0.g.ɚ0
NOGA	n.oʊ1.g.ʌ0
NOGALES	n.oʊ0.g.ɑ1.l.ɛ0.s
NOGAWA	n.oʊ0.g.ɑ1.w.ʌ0
NOGGLE	n.ɑ1.g.ʌ0.l
NOGLE	n.oʊ1.g.ʌ0.l
NOGUCHI	n.oʊ0.g.u1.tʃ.i0
NOGUEIRA	n.oʊ0.g.eɪ1.ɹ.ɑ0
NOGUERA	n.oʊ0.g.eɪ1.ɹ.ɑ0
NOH	n.oʊ1
NOHL	n.oʊ1.l
NOHR	n.ɔ1.ɹ
NOIMAN	n.ɔɪ1.m.ʌ0.n
NOIR	n.ɔɪ1.ɹ
NOIRS	n.ɔɪ1.ɹ.z
NOISE	n.ɔɪ1.z
NOISES	n.ɔɪ1.z.ɪ0.z
NOISIER	n.ɔɪ1.z.i0.ɚ0
NOISIEST	n.ɔɪ1.z.i0.ʌ0.s.t
NOISILY	n.ɔɪ1.z.ʌ0.l.i0
NOISY	n.ɔɪ1.z.i0
NOKES	n.oʊ1.k.s
NOKIA	n.oʊ1.k.i0.ʌ0
NOKIA'S	n.oʊ1.k.i0.ʌ0.z
NOKYO	n.oʊ1.k.j.oʊ0
NOLA	n.oʊ1.l.ʌ0
NOLAN	n.oʊ1.l.ʌ0.n
NOLANA	n.oʊ0.l.æ1.n.ʌ0
NOLAND	n.oʊ1.l.ʌ0.n.d
NOLANDA	n.ʌ0.l.æ1.n.d.ʌ0
NOLASCO	n.oʊ0.l.ɑ1.s.k.oʊ0
NOLD	n.oʊ1.l.d
NOLDE	n.oʊ1.l.d
NOLDEN	n.oʊ1.l.d.ʌ0.n
NOLDER	n.oʊ1.l.d.ɚ0
NOLE	n.oʊ1.l
NOLEN	n.ɑ1.l.ʌ0.n
NOLES	n.oʊ1.l.z
NOLET	n.oʊ1.l.ɪ0.t
NOLETA	n.oʊ0.l.ɛ1.t.ʌ0
NOLETTE	n.oʊ2.l.ɛ1.t
NOLF	n.oʊ1.l.f
NOLIE	n.ɑ1.l.i0
NOLIN	n.oʊ1.l.ɪ0.n
NOLITA	n.oʊ0.l.i1.t.ʌ0
NOLL	n.oʊ1.l
NOLLA	n.oʊ1.l.ʌ0
NOLLAN	n.ɑ1.l.ʌ0.n
NOLLER	n.oʊ1.l.ɚ0
NOLLEY	n.ɑ1.l.i0
NOLLIE	n.oʊ1.l.i0
NOLLS	n.oʊ1.l.z
NOLO	n.oʊ1.l.oʊ0
NOLT	n.oʊ1.l.t
NOLTE	n.oʊ1.l.t
NOLTING	n.oʊ1.l.t.ɪ0.ŋ
NOM	n.ɑ1.m
NOMAD	n.oʊ1.m.æ2.d
NOMAD'S	n.oʊ1.m.æ2.d.z
NOMADIC	n.oʊ0.m.æ1.d.ɪ0.k
NOMADS	n.oʊ1.m.æ2.d.z
NOME	n.oʊ1.m
NOME'S	n.oʊ1.m.z
NOMENCLATORIAL	n.oʊ2.m.ɪ0.n.k.l.ʌ0.t.ɔ1.ɹ.i0.ʌ0.l
NOMENCLATURAL	n.oʊ0.m.ʌ0.n.k.l.eɪ1.tʃ.ɚ0.ʌ0.l
NOMENCLATURE	n.oʊ1.m.ʌ0.n.k.l.eɪ2.tʃ.ɚ0
NOMENKLATURA	n.oʊ0.m.ɛ2.ŋ.k.l.ʌ0.tʃ.ʊ1.ɹ.ʌ0
NOMI	n.oʊ1.m.i0
NOMINAL	n.ɑ1.m.ʌ0.n.ʌ0.l
NOMINALLY	n.ɑ1.m.ʌ0.n.ʌ0.l.i0
NOMINATE	n.ɑ1.m.ʌ0.n.ʌ0.t
NOMINATE(1)	n.ɑ1.m.ʌ0.n.eɪ2.t
NOMINATED	n.ɑ1.m.ʌ0.n.eɪ2.t.ʌ0.d
NOMINATES	n.ɑ1.m.ʌ0.n.eɪ2.t.s
NOMINATES(1)	n.ɑ1.m.ʌ0.n.ʌ0.t.s
NOMINATING	n.ɑ1.m.ʌ0.n.eɪ2.t.ɪ0.ŋ
NOMINATION	n.ɑ2.m.ʌ0.n.eɪ1.ʃ.ʌ0.n
NOMINATIONS	n.ɑ2.m.ʌ0.n.eɪ1.ʃ.ʌ0.n.z
NOMINEE	n.ɑ2.m.ʌ0.n.i1
NOMINEE'S	n.ɑ2.m.ʌ0.n.i1.z
NOMINEES	n.ɑ2.m.ʌ0.n.i1.z
NOMO	n.oʊ1.m.oʊ0
NOMURA	n.oʊ0.m.ʊ1.ɹ.ʌ0
NOMURA'S	n.oʊ0.m.ʊ1.ɹ.ʌ0.z
NOMURA'S(1)	n.u1.m.ɚ0.ʌ0.z
NON	n.ɑ1.n
NON-ACADEMIC	n.ɑ0.n.æ2.k.ʌ0.d.ɛ1.m.ɪ0.k
NON-AGRICULTURAL	n.ɑ2.n.æ2.g.ɹ.ɪ0.k.ʌ1.l.tʃ.ɚ0.ʌ0.l
NON-ALCOHOLIC	n.ɑ2.n.æ2.l.k.ʌ0.h.ɑ1.l.ɪ0.k
NON-ALIGN	n.ɑ1.n.ʌ0.l.aɪ2.n
NON-ALIGNED	n.ɑ1.n.ʌ0.l.aɪ2.n.d
NON-AUTOMOTIVE	n.ɑ2.n.ɔ2.t.oʊ0.m.oʊ1.t.ɪ0.v
NON-BANK	n.ɑ1.n.b.æ1.ŋ.k
NON-BANKING	n.ɑ1.n.b.æ1.ŋ.k.ɪ0.ŋ
NON-BELIEVER	n.ɑ2.n.b.ɪ0.l.i1.v.ɚ0
NON-BELIEVERS	n.ɑ2.n.b.ɪ0.l.i1.v.ɚ0.z
NON-BINDING	n.ɑ1.n.b.aɪ1.n.d.ɪ0.ŋ
NON-BITING	n.ɑ0.n.b.aɪ1.t.ɪ0.ŋ
NON-BUILDING	n.ɑ1.n.b.ɪ1.l.d.ɪ0.ŋ
NON-BUSINESS	n.ɑ1.n.b.ɪ1.z.n.ʌ0.s
NON-CALLABLE	n.ɑ0.n.k.ɔ1.l.ʌ0.b.ʌ0.l
NON-CASH	n.ɑ1.n.k.æ1.ʃ
NON-CATHOLIC	n.ɑ0.n.k.æ1.θ.l.ɪ0.k
NON-CATHOLICS	n.ɑ0.n.k.æ1.θ.l.ɪ0.k.s
NON-COMBATANT	n.ɑ2.n.k.ʌ0.m.b.æ1.t.ʌ0.n.t
NON-COMBATANTS	n.ɑ2.n.k.ʌ0.m.b.æ1.t.ʌ0.n.t.s
NON-COMMERCIAL	n.ɑ1.n.k.ʌ0.m.ɚ1.ʃ.ʌ0.l
NON-COMMITTAL	n.ɑ1.n.k.ʌ0.m.ɪ1.t.ʌ0.l
NON-COMMUNIST	n.ɑ1.n.k.ɑ1.m.j.u0.n.ɪ0.s.t
NON-COMMUNISTS	n.ɑ1.n.k.ɑ1.m.j.u0.n.ɪ0.s.t.s
NON-COMPETE	n.ɑ0.n.k.ʌ0.m.p.i1.t
NON-COMPETITIVE	n.ɑ2.n.k.ʌ0.m.p.ɛ1.t.ʌ0.t.ɪ0.v
NON-COMPLIANCE	n.ɑ2.n.k.ʌ0.m.p.l.aɪ1.ʌ0.n.s
NON-CONFORMIST	n.ɑ2.n.k.ʌ0.n.f.ɔ1.ɹ.m.ɪ0.s.t
NON-CONFORMISTS	n.ɑ2.n.k.ʌ0.n.f.ɔ1.ɹ.m.ʌ0.s.t.s
NON-CONFORMITY	n.ɑ2.n.k.ʌ0.n.f.ɔ1.ɹ.m.ʌ0.t.i0
NON-CONTRACT	n.ɑ0.n.k.ɑ1.n.t.ɹ.æ2.k.t
NON-CONTROVERSIAL	n.ɑ0.n.k.ɑ2.n.t.ɹ.ʌ0.v.ɚ1.ʃ.ʌ0.l
NON-CONVERTIBLE	n.ɑ0.n.k.ʌ0.n.v.ɚ1.t.ʌ0.b.ʌ0.l
NON-CORE	n.ɑ1.n.k.ɔ1.ɹ
NON-CORPORATE	n.ɑ0.n.k.ɔ1.ɹ.p.ɹ.ʌ0.t
NON-CRIMINAL	n.ɑ0.n.k.ɹ.ɪ1.m.ɪ0.n.ʌ0.l
NON-CUMULATIVE	n.ɑ0.n.k.j.u1.m.j.ʌ0.l.ʌ0.t.ɪ0.v
NON-DEDUCTIBLE	n.ɑ0.n.d.ɪ0.d.ʌ1.k.t.ɪ0.b.ʌ0.l
NON-DEFENSE	n.ɑ0.n.d.ɪ0.f.ɛ1.n.s
NON-DESCRIPT	n.ɑ1.n.d.ɪ0.s.k.ɹ.ɪ1.p.t
NON-DIRECT	n.ɑ1.n.d.ɚ0.ɛ1.k.t
NON-DISCRIMINATE	n.ɑ0.n.d.ɪ2.s.k.ɹ.ɪ1.m.ʌ0.n.ʌ0.t
NON-DISCRIMINATION	n.ɑ0.n.d.ɪ2.s.k.ɹ.ɪ0.m.ɪ0.n.eɪ1.ʃ.ʌ0.n
NON-DISCRIMINATORY	n.ɑ1.n.d.ɪ0.s.k.ɹ.ɪ1.m.ʌ0.n.ʌ0.t.ɔ2.ɹ.i0
NON-DOLLAR	n.ɑ1.n.d.ɑ1.l.ɚ0
NON-DURABLE	n.ɑ0.n.d.ʊ1.ɹ.ʌ0.b.ʌ0.l
NON-DURABLES	n.ɑ0.n.d.ʊ1.ɹ.ʌ0.b.ʌ0.l.z
NON-ECONOMIC	n.ɑ2.n.ɛ2.k.ʌ0.n.ɑ1.m.ɪ0.k
NON-ELECTRICAL	n.ɑ0.n.ɪ0.l.ɛ1.k.t.ɹ.ɪ0.k.ʌ0.l
NON-EMERGENCY	n.ɑ2.n.ɪ0.m.ɚ1.dʒ.ʌ0.n.s.i0
NON-ENTITY	n.ɑ0.n.ɛ1.n.t.ʌ0.t.i0
NON-ESSENTIAL	n.ɑ2.n.ɪ0.s.ɛ1.n.ʃ.ʌ0.l
NON-EVENT	n.ɑ1.n.ɪ0.v.ɛ1.n.t
NON-EXCLUSIVE	n.ɑ2.n.ɪ0.k.s.k.l.u1.s.ɪ0.v
NON-EXECUTIVE	n.ɑ1.n.ɪ0.g.z.ɛ1.k.j.ʌ0.t.ɪ0.v
NON-EXISTENT	n.ɑ2.n.ʌ0.g.z.ɪ1.s.t.ʌ0.n.t
NON-FARM	n.ɑ1.n.f.ɑ1.ɹ.m
NON-FAT	n.ɑ1.n.f.æ1.t
NON-FATAL	n.ɑ1.n.f.eɪ1.t.ʌ0.l
NON-FERROUS	n.ɑ0.n.f.ɛ1.ɹ.ʌ0.s
NON-FICTION	n.ɑ0.n.f.ɪ1.k.ʃ.ʌ0.n
NON-FINANCIAL	n.ɑ0.n.f.ʌ0.n.æ1.n.ʃ.ʌ0.l
NON-FINANCIAL(1)	n.ɑ0.n.f.aɪ0.n.æ1.n.ʃ.ʌ0.l
NON-FOOD	n.ɑ1.n.f.u1.d
NON-GOVERNMENT	n.ɑ0.n.g.ʌ1.v.ɚ0.n.m.ʌ0.n.t
NON-GOVERNMENTAL	n.ɑ0.n.g.ʌ2.v.ɚ0.n.m.ɛ1.n.t.ʌ0.l
NON-GREEK	n.ɑ2.n.g.ɹ.i1.k
